#TYPICAL METEOROLOGICAL YEAR (P50) - HOURLY VALUES OF SOLAR RADIATION AND METEOROLOGICAL PARAMETERS
#
#Customer name: FICHTNER GmbH & Co. KG
#Issued: 2019-03-19 10:58
#
#Site name: Abu Dhabi PV2, United Arab Emirates (AE)
#Latitude: 24.133889
#Longitude: 54.520833
#Elevation: 31.0 m a.s.l.
#http://solargis.info/imaps/#tl=Google:satellite&loc=24.133889,54.520833&z=14 
#
#
#Output from the climate database Solargis v2.1.28
#
#Solar radiation data
#Description: data calculated from Meteosat MSG IODC and Meteosat MFG IODC satellite data ((c) 2019 EUMETSAT) and from atmospheric data ((c) 2019 ECMWF, NOAA and NASA) by Solargis method 
#Summarization type: hourly (typical meteorological year)
#Summarization period: 01/01/1999 - 31/12/2018
#Spatial resolution: 250 m
#
#Meteorological data
#Description: spatially disaggregated from CFSR, CFSv2 and GFS ((c) 2019 NOAA) and MERRA2 ((c) 2019 NASA) by Solargis method 
#Summarization type: hourly (typical meteorological year)
#Summarization period: 01/01/1999 - 31/12/2018
#Spatial resolution: temperature 1 km, other meteorological parameters 33 km to 55 km
#
#Service provider: Solargis s.r.o., M. Marecka 3, Bratislava, Slovakia
#Company ID: 45 354 766, VAT Number: SK2022962766
#Registration: Business register, District Court Bratislava I, Section Sro, File 62765/B
#http://solargis.com, contact@solargis.com
#
#Disclaimer:
#Considering the nature of climate fluctuations, interannual and long-term changes, as well as the uncertainty of measurements and calculations, Solargis s.r.o. cannot take full guarantee of the accuracy of estimates. The maximum possible has been done for the assessment of climate conditions based on the best available data, software and knowledge. Solargis s.r.o. shall not be liable for any direct, incidental, consequential, indirect or punitive damages arising or alleged to have arisen out of use of the provided data. Solargis is a trade mark of Solargis s.r.o.
#
#Copyright (c) 2019 Solargis s.r.o.
#
#
#TMY method: SolarGIS_2
#TMY created from following years: 1:2007 2:2014 3:2001 4:2008 5:2009 6:2001 7:2009 8:2010 9:2003 10:2004 11:2009 12:2003 
#
#Columns:
#Day - Day of year
#Time - Time reference UTC+4, time step 60 min, time format HH:MM, center of the averaging interval
#GHI - Global horizontal irradiation [Wh/m2], no data value -9
#DNI - Direct normal irradiation [Wh/m2], no data value -9
#DIF - Diffuse horizontal irradiation [Wh/m2], no data value -9
#SE - Sun altitude (elevation) angle [deg.]
#SA - Sun azimuth angle [deg.]
#TEMP - Air temperature at 2 m [deg. C]
#WS - Wind speed at 10 m [m/s]
#WD - Wind direction at 10 m [deg.]
#RH - Relative humidity [%]
#AP - Atmospheric pressure [hPa]
#PWAT - Precipitable water [kg/m2], no data value -99
#
#Data:
Day;Time;GHI;DNI;DIF;SE;SA;TEMP;WS;WD;RH;AP;PWAT
207;4:30;0;0;0;-16.78;-121.13;30.5;1.9;346;81.0;993.3;41.0
207;5:30;2;1;2;-4.26;-113.73;30.9;1.6;267;79.5;993.8;40.6
207;6:30;69;42;62;8.36;-107.68;32.4;1.3;15;72.7;994.3;40.2
207;7:30;229;160;168;21.44;-102.43;34.4;0.9;66;61.6;994.5;39.4
207;8:30;428;303;256;34.90;-97.51;36.8;1.0;131;49.7;994.5;38.7
207;9:30;620;396;326;48.52;-92.34;39.0;1.2;167;41.1;994.4;38.4
207;10:30;776;464;372;62.18;-85.67;41.1;1.3;201;34.8;994.0;38.8
207;11:30;878;496;405;75.55;-70.80;42.8;1.5;236;30.4;993.2;38.8
207;12:30;912;506;416;83.44;2.68;43.9;1.9;266;28.1;992.3;38.6
207;13:30;874;495;404;74.82;72.24;44.3;2.7;288;27.1;991.7;39.1
207;14:30;767;461;370;61.41;86.13;44.3;3.6;302;27.9;991.6;40.1
207;15:30;608;386;326;47.74;92.65;43.6;4.5;309;29.9;991.5;40.6
207;16:30;416;295;251;34.13;97.79;42.2;5.3;314;32.9;991.5;40.3
207;17:30;218;159;159;20.69;102.71;39.9;6.0;318;38.3;991.7;39.8
207;18:30;64;38;57;7.64;108.00;37.2;6.3;321;45.9;992.2;38.6
207;19:30;3;2;3;-4.63;114.10;34.9;5.9;321;53.8;992.7;36.6
207;20:30;0;0;0;-17.45;121.61;33.6;5.2;321;59.4;993.4;34.2
207;21:30;0;0;0;-28.45;131.29;32.8;4.4;318;63.0;993.8;32.2
207;22:30;0;0;0;-37.66;144.13;32.1;3.8;315;65.9;993.9;30.3
207;23:30;0;0;0;-44.00;160.86;31.4;3.3;310;68.8;993.5;28.9
208;0:30;0;0;0;-46.21;-179.42;30.8;2.9;305;71.2;993.4;28.4
208;1:30;0;0;0;-43.73;-159.81;30.2;2.6;301;73.8;992.9;27.4
208;2:30;0;0;0;-37.20;-143.30;29.6;2.3;297;76.3;992.5;26.2
208;3:30;0;0;0;-27.93;-130.58;29.1;2.1;293;78.3;992.8;25.3
208;4:30;0;0;0;-16.91;-120.94;28.6;1.9;287;80.3;993.3;24.4
208;5:30;2;2;2;-4.35;-113.53;28.7;2.0;277;80.3;993.8;23.6
208;6:30;79;90;63;8.27;-107.47;29.9;2.3;270;75.3;994.3;23.3
208;7:30;254;250;161;21.37;-102.20;32.0;2.5;272;64.2;994.6;23.3
208;8:30;463;379;247;34.83;-97.24;35.3;3.0;289;47.2;994.5;23.5
208;9:30;660;478;306;48.46;-92.01;38.5;3.8;304;33.9;994.3;24.2
208;10:30;820;557;335;62.12;-85.19;40.6;4.8;309;28.3;993.8;25.7
208;11:30;924;596;357;75.45;-69.93;41.9;5.8;312;25.0;993.1;26.4
208;12:30;958;606;365;83.26;2.70;42.6;6.8;312;23.6;992.4;25.8
208;13:30;919;594;355;74.73;71.40;42.7;7.7;312;23.1;991.9;24.8
208;14:30;812;554;333;61.35;85.66;42.2;8.2;310;23.3;991.3;23.6
208;15:30;647;481;295;47.68;92.33;41.3;8.5;309;24.3;991.2;22.6
208;16:30;450;374;241;34.06;97.52;40.0;8.5;308;26.2;991.3;21.9
208;17:30;242;240;155;20.61;102.49;38.1;7.9;307;30.8;991.3;21.1
208;18:30;73;84;59;7.55;107.79;35.6;6.4;303;39.5;991.7;20.5
208;19:30;3;4;3;-4.74;113.90;33.3;5.0;298;49.8;992.1;20.5
208;20:30;0;0;0;-17.58;121.41;31.9;4.5;292;57.3;992.2;21.0
208;21:30;0;0;0;-28.60;131.10;30.8;4.1;286;62.4;992.3;21.2
208;22:30;0;0;0;-37.85;143.97;29.9;4.1;279;66.0;992.2;20.7
208;23:30;0;0;0;-44.21;160.76;29.2;4.1;274;68.1;991.8;20.4
209;0:30;0;0;0;-46.43;-179.42;28.6;4.1;270;69.1;991.2;19.9
209;1:30;0;0;0;-43.95;-159.70;28.1;4.0;268;69.6;991.1;19.6
209;2:30;0;0;0;-37.39;-143.14;27.8;3.9;267;69.7;991.1;19.9
209;3:30;0;0;0;-28.08;-130.39;27.7;3.9;267;69.9;991.2;20.0
209;4:30;0;0;0;-17.04;-120.74;27.5;3.9;269;70.7;991.3;20.1
209;5:30;2;4;2;-4.44;-113.32;28.1;4.3;273;69.8;991.4;20.5
209;6:30;91;153;63;8.19;-107.25;30.3;5.1;275;64.2;991.8;21.3
209;7:30;281;367;146;21.29;-101.97;33.1;5.7;278;55.0;992.1;22.3
209;8:30;498;510;209;34.77;-96.97;36.5;6.3;286;42.7;992.1;23.3
209;9:30;700;619;243;48.40;-91.67;39.5;7.0;298;32.4;991.8;23.9
209;10:30;863;695;257;62.06;-84.70;41.5;7.8;305;26.3;991.4;24.4
209;11:30;967;729;271;75.36;-69.06;42.6;8.4;308;23.5;990.9;24.5
209;12:30;1002;739;276;83.08;2.73;43.0;9.0;310;22.6;990.2;24.2
209;13:30;962;728;270;74.63;70.56;42.9;9.5;313;22.9;989.9;23.7
209;14:30;854;691;256;61.28;85.19;42.3;9.8;315;24.2;989.2;22.6
209;15:30;689;613;241;47.62;91.99;41.4;9.8;317;26.2;989.2;21.9
209;16:30;484;502;206;34.00;97.26;40.0;9.4;318;29.3;989.2;21.8
209;17:30;268;347;144;20.53;102.25;38.0;8.3;317;35.1;989.6;21.6
209;18:30;84;144;61;7.46;107.57;35.4;6.4;314;44.2;990.2;21.3
209;19:30;4;7;3;-4.86;113.70;33.2;5.1;308;54.3;990.6;21.0
209;20:30;0;0;0;-17.71;121.21;32.0;4.5;304;61.4;991.3;20.7
209;21:30;0;0;0;-28.76;130.91;31.0;4.0;301;66.1;991.5;20.8
209;22:30;0;0;0;-38.04;143.81;30.4;3.6;299;68.6;991.6;21.3
209;23:30;0;0;0;-44.43;160.66;29.9;3.2;294;69.1;991.5;21.6
210;0:30;0;0;0;-46.66;-179.41;29.5;3.0;288;68.4;991.0;21.5
210;1:30;0;0;0;-44.16;-159.59;29.1;2.8;282;67.5;990.6;21.7
210;2:30;0;0;0;-37.57;-142.97;28.9;2.8;275;67.3;990.6;22.3
210;3:30;0;0;0;-28.24;-130.19;28.5;2.9;268;67.6;990.8;22.9
210;4:30;0;0;0;-17.17;-120.53;28.1;3.0;262;68.0;991.3;23.3
210;5:30;2;3;2;-4.53;-113.11;28.6;3.2;257;65.7;991.8;23.7
210;6:30;83;110;64;8.11;-107.03;30.6;3.8;252;59.0;992.4;23.9
210;7:30;264;289;157;21.22;-101.72;33.2;4.3;253;50.5;992.7;23.8
210;8:30;476;427;234;34.70;-96.69;36.5;4.4;270;38.4;993.1;23.7
210;9:30;678;534;283;48.34;-91.32;39.9;5.4;293;27.0;993.2;23.3
210;10:30;835;600;314;61.99;-84.20;41.4;6.0;300;23.5;992.9;22.2
210;11:30;937;639;328;75.26;-68.18;42.2;6.3;304;21.9;992.5;21.9
210;12:30;979;660;332;82.89;2.76;42.7;6.4;309;21.0;992.2;22.9
210;13:30;940;648;325;74.53;69.73;43.1;6.4;313;20.2;991.6;23.6
210;14:30;828;599;311;61.21;84.71;43.1;6.3;316;19.4;991.5;23.6
210;15:30;665;526;282;47.55;91.66;42.6;6.1;316;19.5;991.5;23.3
210;16:30;465;423;229;33.92;96.98;41.6;5.6;316;20.7;991.5;23.1
210;17:30;251;280;151;20.45;102.02;39.8;4.3;317;23.6;991.7;22.6
210;18:30;76;100;60;7.36;107.36;37.1;2.8;318;28.8;992.2;21.8
210;19:30;4;5;3;-5.00;113.49;35.2;2.2;319;32.7;992.7;21.1
210;20:30;0;0;0;-17.84;121.01;34.6;1.7;318;33.5;993.3;20.9
210;21:30;0;0;0;-28.93;130.72;34.5;1.2;318;33.3;993.5;20.8
210;22:30;0;0;0;-38.23;143.64;34.4;0.8;320;32.5;993.5;20.8
210;23:30;0;0;0;-44.65;160.56;34.2;0.4;323;31.7;993.5;20.9
211;0:30;0;0;0;-46.90;-179.40;33.8;0.2;317;31.6;993.4;21.2
211;1:30;0;0;0;-44.38;-159.48;33.4;0.2;194;31.4;993.2;21.5
211;2:30;0;0;0;-37.76;-142.79;33.0;0.5;186;31.1;993.3;21.4
211;3:30;0;0;0;-28.39;-129.99;32.6;0.8;192;30.7;993.5;21.1
211;4:30;0;0;0;-17.29;-120.32;32.1;1.1;198;30.7;993.8;20.2
211;5:30;1;0;1;-4.63;-112.89;31.9;1.4;200;30.4;994.4;19.8
211;6:30;68;52;57;8.03;-106.80;32.9;1.7;201;28.6;994.9;20.1
211;7:30;246;230;161;21.15;-101.48;35.0;2.0;203;25.6;995.5;20.2
211;8:30;445;322;264;34.64;-96.41;37.9;1.8;233;22.3;995.7;20.0
211;9:30;633;426;319;48.28;-90.97;41.5;2.7;283;18.5;995.8;19.8
211;10:30;796;500;362;61.93;-83.70;43.4;3.8;296;16.5;995.4;19.4
211;11:30;915;565;378;75.15;-67.29;44.2;4.3;299;16.5;995.0;19.1
211;12:30;956;588;381;82.69;2.79;44.6;4.7;303;16.6;994.4;18.9
211;13:30;911;568;373;74.42;68.89;44.7;5.0;306;16.7;994.0;18.9
211;14:30;797;509;358;61.13;84.22;44.3;5.1;308;17.0;993.5;19.2
211;15:30;631;436;313;47.48;91.31;43.6;5.0;310;17.8;993.3;19.3
211;16:30;431;323;252;33.84;96.71;42.5;4.8;312;18.9;993.4;18.9
211;17:30;231;215;155;20.36;101.78;40.5;4.0;316;21.4;993.5;18.8
211;18:30;60;40;51;7.26;107.14;37.6;3.1;321;26.6;993.9;19.2
211;19:30;0;0;0;-5.14;113.28;35.4;2.9;324;32.8;994.7;19.6
211;20:30;0;0;0;-17.99;120.81;34.1;2.6;326;38.2;995.3;20.0
211;21:30;0;0;0;-29.10;130.52;33.1;2.3;326;42.2;995.8;20.5
211;22:30;0;0;0;-38.43;143.48;32.3;2.1;324;44.7;995.9;21.3
211;23:30;0;0;0;-44.88;160.46;31.7;1.9;322;46.3;995.6;21.5
212;0:30;0;0;0;-47.14;-179.39;31.3;1.7;320;46.6;995.4;20.6
212;1:30;0;0;0;-44.60;-159.36;31.0;1.5;313;46.6;995.1;19.6
212;2:30;0;0;0;-37.95;-142.61;30.7;1.3;301;46.5;995.1;18.7
212;3:30;0;0;0;-28.55;-129.78;30.4;1.2;283;46.3;995.2;17.5
212;4:30;0;0;0;-17.42;-120.10;29.8;1.4;263;46.4;995.4;15.7
212;5:30;2;1;2;-4.72;-112.67;29.5;1.6;249;46.8;995.9;14.0
212;6:30;70;36;65;7.94;-106.57;30.5;2.0;240;44.1;996.4;12.9
212;7:30;216;93;183;21.07;-101.22;32.5;2.4;234;38.4;996.6;12.3
212;8:30;397;215;276;34.58;-96.12;35.5;2.8;236;29.8;996.5;12.0
212;9:30;600;345;345;48.22;-90.60;39.7;3.8;249;19.1;996.3;11.6
212;10:30;776;470;367;61.87;-83.18;42.1;4.7;258;14.7;995.8;11.0
212;11:30;875;512;388;75.05;-66.40;43.1;4.8;263;13.6;995.1;10.7
212;12:30;905;489;427;82.49;2.84;43.7;5.0;268;13.3;994.2;11.0
212;13:30;862;483;404;74.30;68.06;43.9;5.3;273;13.3;993.6;11.7
212;14:30;725;375;401;61.05;83.73;43.6;5.5;278;13.6;993.4;12.5
212;15:30;555;269;359;47.40;90.96;42.7;5.6;284;14.6;993.3;12.7
212;16:30;380;200;272;33.76;96.43;41.1;5.4;294;16.8;993.3;12.5
212;17:30;215;141;165;20.27;101.53;38.8;4.8;310;21.2;993.4;12.2
212;18:30;56;24;51;7.15;106.91;36.0;3.9;325;27.5;993.9;12.2
212;19:30;0;0;0;-5.30;113.07;33.9;2.7;340;33.2;994.8;12.7
212;20:30;0;0;0;-18.13;120.60;32.7;1.9;267;36.0;995.3;13.6
212;21:30;0;0;0;-29.27;130.32;32.0;1.4;18;36.7;995.6;14.5
212;22:30;0;0;0;-38.64;143.31;31.6;1.2;44;36.5;995.2;15.6
212;23:30;0;0;0;-45.11;160.36;31.2;1.1;70;36.1;994.6;16.5
213;0:30;0;0;0;-47.32;-179.37;35.8;4.0;120;25.8;993.5;31.8
213;1:30;0;0;0;-44.77;-159.26;35.2;4.3;129;25.2;993.5;32.0
213;2:30;0;0;0;-38.10;-142.46;34.6;4.7;136;25.2;993.5;32.6
213;3:30;0;0;0;-28.67;-129.61;33.9;5.0;142;25.5;993.5;33.7
213;4:30;0;0;0;-17.52;-119.92;33.0;5.3;146;26.7;993.9;35.6
213;5:30;0;0;0;-4.78;-112.49;32.7;5.8;147;28.4;994.8;36.9
213;6:30;43;11;40;7.88;-106.39;33.5;6.7;148;29.8;995.4;37.1
213;7:30;181;62;159;21.02;-101.03;35.3;7.5;152;29.8;995.6;37.1
213;8:30;339;122;269;34.53;-95.89;37.8;7.4;157;27.1;995.8;36.8
213;9:30;496;174;372;48.18;-90.32;40.7;6.7;161;23.0;995.6;36.9
213;10:30;690;317;413;61.82;-82.78;43.4;5.5;165;20.1;995.5;37.4
213;11:30;808;431;399;74.97;-65.71;45.2;4.3;165;18.6;995.1;37.5
213;12:30;862;443;429;82.33;2.90;46.4;3.1;161;16.6;994.1;36.9
213;13:30;824;432;416;74.20;67.44;47.1;2.0;154;14.7;993.4;36.5
213;14:30;716;374;394;60.98;83.36;47.1;1.1;133;14.5;993.1;36.2
213;15:30;560;296;346;47.34;90.69;46.6;0.8;74;15.8;992.6;35.2
213;16:30;382;215;262;33.69;96.21;45.9;1.2;38;17.1;992.6;33.4
213;17:30;156;50;136;20.20;101.35;44.4;1.8;27;19.2;993.0;32.1
213;18:30;33;0;33;7.07;106.74;41.9;2.4;24;22.7;993.6;31.4
213;19:30;0;0;0;-5.43;112.90;39.7;3.0;33;26.6;994.0;30.7
213;20:30;0;0;0;-18.25;120.44;38.4;3.4;48;28.9;994.5;30.2
213;21:30;0;0;0;-29.41;130.18;37.2;3.6;64;29.7;994.8;29.5
213;22:30;0;0;0;-38.80;143.18;36.4;3.7;79;29.1;995.0;28.7
213;23:30;0;0;0;-45.29;160.29;35.7;3.7;94;27.7;994.5;27.7
214;0:30;0;0;0;-47.57;-179.35;35.0;3.8;107;26.3;994.2;26.3
214;1:30;0;0;0;-45.00;-159.12;34.4;3.9;119;25.6;993.5;25.1
214;2:30;0;0;0;-38.29;-142.27;33.9;4.0;128;25.4;993.5;24.5
214;3:30;0;0;0;-28.83;-129.39;33.5;4.3;136;25.5;993.5;25.5
214;4:30;0;0;0;-17.65;-119.69;33.0;4.7;142;26.4;993.9;28.9
214;5:30;0;0;0;-4.87;-112.26;32.9;5.5;147;26.9;994.8;31.3
214;6:30;35;2;34;7.80;-106.15;33.9;6.2;151;26.1;995.4;32.3
214;7:30;171;55;150;20.95;-100.76;36.2;6.3;157;24.0;995.6;33.0
214;8:30;349;133;274;34.47;-95.59;39.5;6.2;164;21.3;995.7;33.2
214;9:30;555;282;348;48.12;-89.94;42.6;5.4;173;19.2;995.6;33.9
214;10:30;667;276;430;61.75;-82.24;45.0;4.1;185;17.6;995.3;35.8
214;11:30;728;270;472;74.85;-64.80;46.4;3.0;197;15.9;994.7;36.9
214;12:30;780;313;476;82.12;2.96;47.1;2.2;215;14.7;994.1;36.9
214;13:30;577;216;371;74.07;66.62;47.1;1.5;247;14.8;993.1;37.1
214;14:30;577;179;425;60.89;82.86;46.9;1.4;289;15.1;992.6;37.4
214;15:30;499;179;372;47.25;90.34;46.4;1.6;326;16.2;992.2;37.4
214;16:30;354;164;264;33.60;95.92;45.5;2.1;264;17.3;991.7;36.7
214;17:30;157;53;137;20.10;101.09;43.9;2.9;16;18.9;992.0;36.4
214;18:30;25;2;25;6.95;106.51;41.5;3.9;31;22.1;992.5;36.6
214;19:30;0;0;0;-5.60;112.68;39.5;4.9;42;25.2;992.9;36.8
214;20:30;0;0;0;-18.40;120.23;38.2;5.3;52;27.0;993.5;36.6
214;21:30;0;0;0;-29.59;129.97;37.2;5.2;63;28.2;993.5;36.1
214;22:30;0;0;0;-39.02;143.01;36.3;4.6;75;28.4;993.5;35.3
214;23:30;0;0;0;-45.54;160.20;35.6;4.1;90;27.9;993.1;34.7
215;0:30;0;0;0;-47.82;-179.32;35.0;3.7;106;27.0;992.5;34.3
215;1:30;0;0;0;-45.24;-158.98;34.5;3.5;122;26.2;992.4;34.3
215;2:30;0;0;0;-38.49;-142.06;34.2;3.6;135;25.6;992.2;34.4
215;3:30;0;0;0;-28.99;-129.16;34.0;3.7;145;25.5;992.4;34.1
215;4:30;0;0;0;-17.78;-119.45;33.7;4.0;152;25.5;992.9;33.3
215;5:30;1;1;1;-4.96;-112.02;33.9;4.5;159;25.2;993.8;32.6
215;6:30;59;33;53;7.72;-105.90;35.3;5.5;166;24.1;994.4;32.4
215;7:30;199;92;166;20.88;-100.50;37.6;6.3;173;22.7;994.6;32.5
215;8:30;365;158;274;34.41;-95.28;40.5;6.3;181;21.1;994.7;32.3
215;9:30;586;329;343;48.06;-89.56;43.5;5.9;193;19.1;994.6;32.9
215;10:30;744;413;386;61.68;-81.70;45.5;5.2;203;17.4;994.1;34.8
215;11:30;849;444;427;74.74;-63.88;46.6;4.5;214;16.7;993.1;35.7
215;12:30;884;454;441;81.90;3.03;47.3;3.9;228;16.0;992.1;35.1
215;13:30;835;443;416;73.93;65.81;47.7;3.2;248;15.4;991.6;35.0
215;14:30;722;396;382;60.79;82.35;47.5;2.8;272;15.9;991.1;35.2
215;15:30;571;315;344;47.16;89.97;46.9;2.6;300;17.0;990.6;35.9
215;16:30;386;253;247;33.51;95.63;45.9;3.0;330;18.3;990.4;37.2
215;17:30;194;108;155;19.99;100.84;44.1;3.9;266;19.9;990.6;38.4
215;18:30;51;25;47;6.84;106.27;41.8;4.8;13;22.6;991.0;39.4
215;19:30;0;0;0;-5.78;112.46;39.9;5.2;25;25.6;991.8;40.0
215;20:30;0;0;0;-18.56;120.01;38.7;5.0;35;27.6;992.3;40.4
215;21:30;0;0;0;-29.78;129.77;37.8;4.3;46;28.9;992.3;39.8
215;22:30;0;0;0;-39.24;142.84;36.9;3.4;57;29.7;992.3;37.4
215;23:30;0;0;0;-45.79;160.10;36.0;2.7;67;30.6;992.0;35.9
216;0:30;0;0;0;-48.08;-179.30;35.2;2.1;80;31.8;991.2;35.7
216;1:30;0;0;0;-45.47;-158.83;34.5;1.8;100;33.4;990.6;35.2
216;2:30;0;0;0;-38.69;-141.85;33.9;1.6;116;35.5;990.5;34.5
216;3:30;0;0;0;-29.15;-128.92;33.1;1.3;126;38.7;990.5;33.9
216;4:30;0;0;0;-17.91;-119.21;32.2;1.2;131;42.5;990.9;33.5
216;5:30;1;0;1;-5.04;-111.77;31.9;1.3;138;45.1;991.9;33.0
216;6:30;51;19;47;7.64;-105.65;33.1;1.8;146;44.0;992.5;32.7
216;7:30;187;92;154;20.81;-100.22;35.6;2.4;159;37.4;992.6;33.2
216;8:30;373;187;267;34.34;-94.97;38.9;2.6;178;28.9;992.7;33.6
216;9:30;556;292;343;48.00;-89.17;41.8;2.5;194;23.8;992.6;34.7
216;10:30;714;350;412;61.62;-81.15;43.9;2.3;210;20.7;992.5;37.3
216;11:30;720;261;475;74.62;-62.97;45.3;2.2;232;18.6;992.1;38.8
216;12:30;810;350;469;81.67;3.10;45.9;2.5;261;18.4;991.1;38.8
216;13:30;813;390;445;73.78;65.00;46.0;3.2;286;19.5;990.5;39.2
216;14:30;707;353;404;60.69;81.84;45.7;4.1;303;20.3;990.2;40.0
216;15:30;546;291;336;47.06;89.61;44.8;5.1;315;21.7;990.2;40.4
216;16:30;355;172;260;33.41;95.34;43.3;5.9;324;24.3;990.2;39.8
216;17:30;174;85;144;19.88;100.58;41.2;6.3;331;28.2;990.2;39.3
216;18:30;43;6;42;6.71;106.04;38.8;6.1;336;34.8;990.6;39.1
216;19:30;0;0;0;-5.96;112.23;36.8;5.3;341;42.4;991.4;38.8
216;20:30;0;0;0;-18.73;119.79;35.8;4.3;347;47.3;991.7;38.7
216;21:30;0;0;0;-29.97;129.56;35.0;3.3;353;50.8;992.1;38.0
216;22:30;0;0;0;-39.46;142.66;34.4;2.5;93;53.3;991.9;36.3
216;23:30;0;0;0;-46.04;160.01;34.0;1.8;20;54.4;991.4;35.4
217;0:30;0;0;0;-48.34;-179.26;33.6;1.2;51;54.6;990.9;35.5
217;1:30;0;0;0;-45.71;-158.68;33.4;1.0;98;54.0;990.5;35.2
217;2:30;0;0;0;-38.89;-141.63;33.1;1.3;141;54.2;990.7;34.9
217;3:30;0;0;0;-29.31;-128.68;32.4;1.6;161;55.5;991.3;34.7
217;4:30;0;0;0;-18.04;-118.96;31.9;1.9;166;56.2;991.9;34.8
217;5:30;1;0;1;-5.13;-111.52;31.9;2.4;164;54.9;992.8;34.6
217;6:30;50;16;47;7.56;-105.39;33.1;3.2;161;49.0;993.5;34.0
217;7:30;160;43;146;20.74;-99.94;35.5;4.0;163;38.6;994.0;34.1
217;8:30;349;149;264;34.28;-94.65;38.5;4.7;169;28.4;994.5;34.7
217;9:30;561;300;341;47.94;-88.77;41.3;4.8;178;23.4;994.5;35.5
217;10:30;648;249;436;61.55;-80.58;43.3;4.2;186;20.8;994.5;36.6
217;11:30;207;24;187;74.49;-62.05;44.7;3.5;193;19.0;994.1;37.4
217;12:30;112;0;112;81.44;3.18;45.6;2.7;202;17.7;993.5;37.8
217;13:30;65;0;65;73.62;64.20;46.1;1.9;213;17.6;993.2;38.2
217;14:30;62;1;61;60.58;81.33;46.1;1.3;233;18.1;992.6;38.8
217;15:30;341;105;272;46.96;89.24;45.7;0.9;270;18.9;992.6;39.7
217;16:30;286;86;237;33.30;95.04;44.9;1.0;316;20.1;992.5;41.2
217;17:30;148;51;132;19.77;100.32;43.4;1.6;344;22.1;992.7;42.2
217;18:30;30;6;29;6.59;105.80;41.1;2.4;179;26.0;993.0;42.5
217;19:30;0;0;0;-6.15;112.01;39.1;3.0;8;31.2;993.9;42.7
217;20:30;0;0;0;-18.90;119.57;37.9;2.9;20;35.1;994.7;42.4
217;21:30;0;0;0;-30.17;129.35;36.9;2.4;37;37.8;995.2;41.7
217;22:30;0;0;0;-39.70;142.48;36.1;1.8;63;39.3;995.2;40.7
217;23:30;0;0;0;-46.30;159.91;35.3;1.5;99;39.4;994.9;39.8
218;0:30;0;0;0;-48.61;-179.22;34.8;1.7;132;38.1;994.5;39.2
218;1:30;0;0;0;-45.95;-158.51;34.4;2.2;148;36.0;994.5;38.8
218;2:30;0;0;0;-39.09;-141.40;34.0;2.7;153;33.4;994.5;38.7
218;3:30;0;0;0;-29.47;-128.43;33.7;3.3;155;31.0;994.9;37.8
218;4:30;0;0;0;-18.17;-118.71;33.3;4.0;154;29.5;995.9;35.5
218;5:30;1;1;1;-5.22;-111.27;33.3;4.9;152;28.7;996.9;33.7
218;6:30;64;38;57;7.48;-105.12;34.3;5.7;150;27.3;997.4;32.9
218;7:30;220;155;163;20.66;-99.66;36.4;6.0;153;24.6;997.9;32.5
218;8:30;412;277;258;34.22;-94.32;39.7;6.0;162;21.8;998.5;32.3
218;9:30;602;358;339;47.88;-88.37;42.8;5.5;168;19.6;998.5;31.9
218;10:30;773;465;371;61.48;-80.01;44.8;4.5;167;17.8;998.1;31.3
218;11:30;879;507;398;74.37;-61.13;46.1;3.2;164;16.8;997.1;30.8
218;12:30;912;518;408;81.20;3.27;47.0;1.9;158;15.7;996.5;30.5
218;13:30;873;505;396;73.46;63.41;47.3;0.6;108;15.2;996.2;30.4
218;14:30;762;462;367;60.46;80.81;47.2;1.2;95;15.9;995.6;30.4
218;15:30;566;299;349;46.85;88.86;46.6;2.5;357;17.4;995.6;31.2
218;16:30;397;272;251;33.19;94.73;45.6;3.7;355;18.9;995.4;33.3
218;17:30;207;155;152;19.65;100.06;43.8;4.6;354;20.5;995.4;34.7
218;18:30;56;30;51;6.46;105.55;41.2;4.9;356;24.4;995.8;34.9
218;19:30;0;0;0;-6.34;111.77;38.8;4.9;93;29.6;996.4;34.6
218;20:30;0;0;0;-19.07;119.34;37.3;4.3;11;33.9;996.7;33.9
218;21:30;0;0;0;-30.37;129.13;36.0;3.3;22;37.6;997.1;32.3
218;22:30;0;0;0;-39.93;142.30;34.9;2.5;32;40.6;996.9;29.5
218;23:30;0;0;0;-46.57;159.82;33.9;2.4;40;43.5;996.5;27.5
219;0:30;0;0;0;-48.88;-179.18;33.2;2.7;44;45.6;996.5;27.1
219;1:30;0;0;0;-46.20;-158.34;32.9;3.0;47;45.6;996.5;27.7
219;2:30;0;0;0;-39.29;-141.17;32.8;3.0;52;43.4;996.4;28.9
219;3:30;0;0;0;-29.64;-128.18;32.8;2.9;58;40.5;996.4;29.1
219;4:30;0;0;0;-18.30;-118.45;32.7;2.7;67;37.4;996.8;28.0
219;5:30;2;2;2;-5.30;-111.01;33.2;2.5;78;34.3;997.3;27.2
219;6:30;71;80;58;7.40;-104.85;35.1;2.6;94;30.3;997.5;26.6
219;7:30;241;235;156;20.59;-99.37;37.9;2.6;106;25.8;997.5;26.0
219;8:30;443;343;252;34.16;-93.99;41.4;1.7;95;20.7;997.5;25.5
219;9:30;642;464;302;47.82;-87.96;44.6;1.3;47;16.5;997.4;25.9
